,PKMuestreo,FechaMuestreo,IDPiscina,PesoPromedio,KilosAlimento,IDAlimento,PKPiscina,NombrePiscina,pondName,mlResultWeightCv,PkTipAlim,Activo,CodTipAlim,TamAlim,ProtAlim,USDAlim,feed_cost,FechaSiembra,FechaCosecha,FechaCosecha_join,CantidadSembrada,PKCiclo,Hectareas,days_from_last_monitoring,cycle_days,survival_updated_at,Supervivencia,PesoPromedio2,CantidadCosechada,biomass_harvested,VentaUSDReal,CantidadCosechada_cum,biomass_harvested_cum,stocked_minus_harvested,live_animals,live_biomass,cumulative_biomass,cumulative_biomass_diff,cumulative_biomass_diff_2weeks,weekly_fcr,cumulative_feed_2weeks,fcr_2weeks,kg/ha/day,cumulative_fcr,2week_FechaMuestreo,2week_PesoPromedio2,2week_growth_rate,1week_FechaMuestreo,1week_PesoPromedio2,1week_growth_rate,density_ha,density_ha_bin,biomass_ha,NombreProveedor,Codigo,Proceso,Descripcion,Proveedor,Especie,Origen,MnProveedor,VentaUSDReal_cum,feed_cost_cum,ABW,Entero/lb,Cola/lb,Entero/KG,Cola/KG,live_value_entero,live_value_cola,active_profit_entero,active_profit_entero_ha_day,active_profit_cola,active_profit_cola_ha_day
1884,128106,2021-11-22,33,4.6,2800.0,14,33,15,PS-15-IB,0.2687073692447165,14,1,T 1.2MM (IG 1),1.2,35,1.2804,3585.12,2021-10-28,2022-01-26,2022-01-26,1367000,4975,9.3000002,7.0,25,2021-11-29,90.0,4.6,0.0,0.0,0.0,0.0,0.0,1367000.0,1230300.0,5659.0,5659.0,1845.0,3451.0,1.518,5425.0,1.572,43.0,1.409,2021-11-08,1.7,1.45,2021-11-15,3.1,1.5,146989.0,130-160k,608.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,INAR,0.0,10471.67,,,,,,,,,,,
1885,116882,2021-02-15,41,4.6,2500.0,14,41,23,PS-23-IB,,14,1,T 1.2MM (IG 1),1.2,35,1.2804,3201.0,2021-01-29,2021-04-25,2021-04-25,1276000,4740,11.4,7.0,17,2021-02-15,81.0,4.6,0.0,0.0,0.0,0.0,0.0,1276000.0,1033560.0,4754.0,4754.0,2067.0,3514.0,1.209,3925.0,1.117,31.3,0.91,2021-02-01,1.2,1.7,2021-02-08,2.6,2.0,111930.0,<130K,417.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,5718.37,,,,,,,,,,,
1886,135260,2022-06-06,64,4.6,300.0,44,64,46,PS-46-IB,0.2714979802463598,44,1,Mix Ig1-RL,1.8,35,1.1,330.0,2022-05-23,2022-06-11,2022-06-11,970000,5130,7.1999998,7.0,14,,70.0,4.6,0.0,0.0,0.0,0.0,0.0,970000.0,679000.0,3123.0,3123.0,1290.0,2294.0,0.233,1105.0,0.482,6.0,0.354,2022-05-23,0.9,1.85,2022-05-30,2.7,1.9,134722.0,130-160k,434.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,1473.1,,,,,,,,,,,
1887,126000,2021-09-27,34,4.6,2800.0,14,34,16,PS-16-IB,0.24763177315466137,14,1,T 1.2MM (IG 1),1.2,35,1.2804,3585.12,2021-09-09,2021-12-07,2021-12-07,1828000,4919,14.8,7.0,18,2021-09-27,90.0,4.6,0.0,0.0,0.0,0.0,0.0,1828000.0,1645200.0,7568.0,7568.0,2879.0,5310.0,0.973,4850.0,0.913,27.0,0.77,2021-09-13,1.3,1.65,2021-09-20,2.7,1.9,123514.0,<130K,511.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,P&A,0.0,7733.82,,,,,,,,,,,
1888,142024,2022-11-14,68,4.63,510.0,41,68,50,PS-50-IB,0.3047493797773778,41,1,1 IG1,1.0,35,1.42,724.1999999999999,2022-10-08,2023-01-08,2023-01-08,283040,5217,1.85,7.0,37,2022-11-14,80.0,4.63,0.0,0.0,0.0,0.0,0.0,283040.0,226432.0,1048.0,1048.0,411.0,686.0,1.241,920.0,1.341,39.4,1.618,2022-10-31,1.54,1.54,2022-11-07,2.71,1.92,152995.0,130-160k,566.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,2408.3199999999997,,,,,,,,,,,
1889,116875,2021-02-15,34,4.7,3725.0,14,34,16,PS-16-IB,,14,1,T 1.2MM (IG 1),1.2,35,1.2804,4769.49,2021-01-27,2021-05-09,2021-05-09,1948000,4738,14.8,7.0,19,2021-02-15,77.0,4.7,0.0,0.0,0.0,0.0,0.0,1948000.0,1499960.0,7050.0,7050.0,2850.0,4950.0,1.307,5825.0,1.177,36.0,0.926,2021-02-01,1.4,1.65,2021-02-08,2.8,1.9,131622.0,130-160k,476.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,8670.73,,,,,,,,,,,
1890,150901,2023-04-03,28,4.7,1650.0,41,28,10,PS-10-IB,0.2077594993521395,41,1,1 IG1,1.0,35,1.42,2343.0,2023-03-20,2023-06-04,2023-06-04,1188995,5323,7.4000001,7.0,14,2023-04-10,95.0,4.7,0.0,0.0,0.0,0.0,0.0,1188995.0,1129545.0,5309.0,5309.0,2033.0,5309.0,0.812,2850.0,0.537,31.9,0.537,2023-03-20,0.0,2.35,2023-03-27,2.9,1.8,160675.0,>160k,717.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,GAR,0.0,4047.0,,,,,,,,,,,
1891,120585,2021-05-03,65,4.7,1000.0,14,65,47,PS-47-IB,0.3139688482590888,14,1,T 1.2MM (IG 1),1.2,35,1.2804,1280.4,2021-04-14,2021-07-07,2021-07-07,483000,4782,4.1999998,7.0,19,2021-05-17,81.0,4.7,0.0,0.0,0.0,0.0,0.0,483000.0,391230.0,1839.0,1839.0,744.0,1291.0,1.344,1750.0,1.356,34.0,1.06,2021-04-19,1.4,1.65,2021-04-26,2.8,1.9,115000.0,<130K,438.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,MG,0.0,2480.7,,,,,,,,,,,
1892,120571,2021-05-03,48,4.7,137.0,14,48,30,PS-30-IB,0.2995284747068743,14,1,T 1.2MM (IG 1),1.2,35,1.2804,175.41479999999999,2021-04-16,2021-07-07,2021-07-07,64000,4786,0.60000002,7.0,17,2021-05-24,95.0,4.7,0.0,0.0,0.0,0.0,0.0,64000.0,60800.0,286.0,286.0,104.0,195.0,1.317,241.0,1.236,32.6,0.941,2021-04-19,1.5,1.6,2021-04-26,3.0,1.7,106667.0,<130K,477.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,MG,0.0,344.4276,,,,,,,,,,,
1893,123365,2021-07-05,40,4.7,1775.0,14,40,22,PS-22-IB,0.3193920626160917,14,1,T 1.2MM (IG 1),1.2,35,1.2804,2272.71,2021-06-15,2021-09-06,2021-09-06,1293000,4844,12.4,7.0,20,2021-07-12,90.0,4.7,0.0,0.0,0.0,0.0,0.0,1293000.0,1163700.0,5469.0,5469.0,2030.0,3749.0,0.874,3350.0,0.894,20.4,0.805,2021-06-21,1.4,1.65,2021-06-28,2.8,1.9,104274.0,<130K,441.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,6107.94,,,,,,,,,,,
1894,118973,2021-03-29,40,4.7,600.0,14,40,22,PS-22-IB,0.3742901543609042,14,1,T 1.2MM (IG 1),1.2,35,1.2804,768.24,2021-03-25,2021-06-04,2021-06-04,781000,4765,12.4,,4,2021-04-12,95.0,4.7,0.0,0.0,0.0,0.0,0.0,781000.0,741950.0,3487.0,3487.0,,,,,,6.9,0.172,,,,,,,62984.0,<130K,281.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,CORQ,0.0,768.24,,,,,,,,,,,
1895,150569,2023-03-27,22,4.7,2800.0,41,22,4,PS-4-IB,0.2237604239655281,41,1,1 IG1,1.0,35,1.42,3976.0,2023-03-15,2023-06-16,2023-06-16,2016000,5314,12.5,7.0,12,2023-03-27,95.0,4.7,0.0,0.0,0.0,0.0,0.0,2016000.0,1915200.0,9001.0,9001.0,4596.0,,0.609,4350.0,,32.0,0.483,,,,2023-03-20,2.3,2.4,161280.0,>160k,720.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,CORQ,0.0,6177.0,,,,,,,,,,,
1896,150586,2023-03-27,42,4.7,3925.0,41,42,24,PS-24-IB,0.2636628252154008,41,1,1 IG1,1.0,35,1.42,5573.5,2023-03-11,2023-06-05,2023-06-05,3692000,5311,28.4,7.0,16,2023-03-27,92.0,4.7,0.0,0.0,0.0,0.0,0.0,3692000.0,3396640.0,15964.0,15964.0,4076.0,13247.0,0.963,5925.0,0.447,19.7,0.418,2023-03-13,0.8,1.95,2023-03-20,3.5,1.2,130000.0,<130K,562.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,CORQ,0.0,9478.5,,,,,,,,,,,
1897,134215,2022-05-02,19,4.7,1950.0,41,19,1,PS-1-IB,0.24272023025322997,41,1,1 IG1,1.0,35,1.42,2769.0,2022-04-13,2022-07-20,2022-07-20,1070000,5101,6.5,7.0,19,2022-05-09,90.0,4.7,0.0,0.0,0.0,0.0,0.0,1070000.0,963000.0,4526.0,4526.0,1926.0,3274.0,1.012,3425.0,1.046,42.9,0.911,2022-04-18,1.3,1.7,2022-04-25,2.7,2.0,164615.0,>160k,696.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,6075.9,,,,,,,,,,,
1898,125994,2021-09-27,28,4.7,1325.0,14,28,10,PS-10-IB,0.2598196967084839,14,1,T 1.2MM (IG 1),1.2,35,1.2804,1696.53,2021-09-10,2021-12-13,2021-12-13,827000,4921,7.4000001,7.0,17,2021-09-27,90.0,4.7,0.0,0.0,0.0,0.0,0.0,827000.0,744300.0,3498.0,3498.0,1265.0,2456.0,1.047,2375.0,0.967,25.6,0.779,2021-09-13,1.4,1.65,2021-09-20,3.0,1.7,111757.0,<130K,473.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,P&A,0.0,3562.73,,,,,,,,,,,
1899,126024,2021-09-27,69,4.7,505.0,14,69,51,PS-51-IB,0.2745070874589334,14,1,T 1.2MM (IG 1),1.2,35,1.2804,646.602,2021-09-03,2021-11-23,2021-11-23,252000,4911,1.8,7.0,24,2021-09-27,90.0,4.7,0.0,0.0,0.0,0.0,0.0,252000.0,226800.0,1066.0,1066.0,348.0,635.0,1.451,945.0,1.488,40.1,1.262,2021-09-13,1.8,1.45,2021-09-20,3.0,1.7,140000.0,130-160k,592.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,P&A,0.0,1745.838,,,,,,,,,,,
1900,127051,2021-10-25,19,4.7,1425.0,14,19,1,PS-1-IB,0.3094181033035884,14,1,T 1.2MM (IG 1),1.2,35,1.2804,1824.57,2021-10-05,2022-01-05,2022-01-05,825000,4940,6.5,7.0,20,2021-11-01,85.0,4.7,0.0,0.0,0.0,0.0,0.0,825000.0,701250.0,3296.0,3296.0,920.0,2108.0,1.549,2575.0,1.222,31.3,1.009,2021-10-11,1.6,1.55,2021-10-18,3.2,1.5,126923.0,<130K,507.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,4503.57,,,,,,,,,,,
1901,166231,2023-10-16,64,4.7,1475.0,41,64,46,PS-46-IB,0.2143992957703401,41,1,1 IG1,1.0,35,1.42,2094.5,2023-10-04,,2023-10-24,750000,5492,7.1999998,7.0,12,,,4.7,0.0,0.0,0.0,0.0,0.0,750000.0,,,,,,,2600.0,,29.3,,,,,2023-10-09,2.6,2.1,104167.0,<130K,,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,3714.5,,,,,,,,,,,
1902,121092,2021-05-10,39,4.7,2350.0,35,39,21,PS-21-IB,0.2576344553180585,35,1,Mix Ig1/2-Ig1,0.7,35,1.2,2820.0,2021-04-23,2021-08-05,2021-08-05,1410000,4794,12.7,7.0,17,2021-05-10,81.0,4.7,0.0,0.0,0.0,0.0,0.0,1410000.0,1142100.0,5368.0,5368.0,2170.0,3312.0,1.083,4225.0,1.276,26.4,0.89,2021-04-26,1.8,1.45,2021-05-03,2.8,1.9,111024.0,<130K,423.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,6022.6,,,,,,,,,,,
1903,120572,2021-05-03,49,4.7,137.0,14,49,31,PS-31-IB,0.321694451801072,14,1,T 1.2MM (IG 1),1.2,35,1.2804,175.41479999999999,2021-04-16,2021-07-07,2021-07-07,63000,4787,0.60000002,7.0,17,2021-05-24,95.0,4.7,0.0,0.0,0.0,0.0,0.0,63000.0,59850.0,281.0,281.0,101.0,191.0,1.356,241.0,1.262,32.6,0.957,2021-04-19,1.5,1.6,2021-04-26,3.0,1.7,105000.0,<130K,468.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,MG,0.0,344.4276,,,,,,,,,,,
1904,139472,2022-10-10,39,4.77,2375.0,41,39,21,PS-21-IB,0.2630690454516847,41,1,1 IG1,1.0,35,1.42,3372.5,2022-09-16,2022-12-20,2022-12-20,1737360,5199,12.7,7.0,24,2022-10-10,87.0,4.77,0.0,0.0,0.0,0.0,0.0,1737360.0,1511503.0,7210.0,7210.0,2363.0,4826.0,1.005,4200.0,0.87,26.7,0.801,2022-09-26,1.46,1.65,2022-10-03,3.1,1.67,136800.0,130-160k,568.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,8200.5,,,,,,,,,,,
1905,127627,2021-11-08,46,4.8,1550.0,14,46,28,PS-28-IB,0.2710961277613955,14,1,T 1.2MM (IG 1),1.2,35,1.2804,1984.62,2021-10-13,2022-01-16,2022-01-16,613000,4947,5.3000002,7.0,26,2021-11-08,85.0,4.8,0.0,0.0,0.0,0.0,0.0,613000.0,521050.0,2501.0,2501.0,625.0,1287.0,2.48,2450.0,1.904,41.8,1.559,2021-10-25,2.2,1.3,2021-11-01,3.6,1.2,115660.0,<130K,472.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,5219.36,,,,,,,,,,,
1906,143407,2022-12-12,33,4.8,2425.0,41,33,15,PS-15-IB,0.2315135849750491,41,1,1 IG1,1.0,35,1.42,3443.5,2022-11-19,2023-02-16,2023-02-16,1635000,5248,9.3000002,7.0,23,2022-12-12,90.0,4.8,0.0,0.0,0.0,0.0,0.0,1635000.0,1471500.0,7063.0,7063.0,2796.0,4561.0,0.867,4275.0,0.937,37.3,0.821,2022-11-28,1.7,1.55,2022-12-05,2.9,1.9,175806.0,>160k,759.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,8236.0,,,,,,,,,,,
1907,160371,2023-08-07,64,4.8,1250.0,41,64,46,PS-46-IB,0.211782501120091,41,1,1 IG1,1.0,35,1.42,1775.0,2023-07-26,2023-09-30,2023-09-30,758000,5425,7.1999998,7.0,12,2023-08-14,93.0,4.8,0.0,0.0,0.0,0.0,0.0,758000.0,704940.0,3384.0,3384.0,2397.0,,0.521,2225.0,,24.8,0.658,,,,2023-07-31,1.4,3.4,105278.0,<130K,470.0,GENOMAR,VLL,L,Laboratorio,GENO,V,L,CORQ,0.0,3159.5,,,,,,,,,,,
1908,117548,2021-03-01,43,4.8,3350.0,34,43,25,PS-25-IB,,34,1,IEMix T1.2-35%,0.8,35,1.07,3584.5,2021-02-12,2021-05-04,2021-05-04,1682000,4749,16.799999,7.0,17,2021-03-15,74.0,4.8,0.0,0.0,0.0,0.0,0.0,1682000.0,1244680.0,5974.0,5974.0,2738.0,4712.0,1.224,5400.0,1.146,28.5,0.992,2021-02-15,1.0,1.9,2021-02-22,2.6,2.2,100119.0,<130K,356.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,6560.200000000001,,,,,,,,,,,
1909,132416,2022-03-07,24,4.8,4600.0,14,24,6,PS-6-IB,0.23886135417431273,14,1,T 1.2MM (IG 1),1.2,35,1.2804,5889.84,2022-02-16,2022-05-15,2022-05-15,2703000,5050,15.4,7.0,19,2022-03-14,90.0,4.8,0.0,0.0,0.0,0.0,0.0,2703000.0,2432700.0,11677.0,11677.0,4622.0,9293.0,0.995,7525.0,0.81,42.7,0.775,2022-02-21,0.98,1.91,2022-02-28,2.9,1.9,175519.0,>160k,758.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,11466.21,,,,,,,,,,,
1910,120586,2021-05-03,67,4.8,1475.0,14,67,49,PS-49-IB,0.2868405016542147,14,1,T 1.2MM (IG 1),1.2,35,1.2804,1888.59,2021-04-14,2021-07-02,2021-07-02,655000,4780,6.0,7.0,19,2021-05-24,95.0,4.8,0.0,0.0,0.0,0.0,0.0,655000.0,622250.0,2987.0,2987.0,1369.0,2116.0,1.077,2525.0,1.193,35.1,0.946,2021-04-19,1.4,1.7,2021-04-26,2.6,2.2,109167.0,<130K,498.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,MG,0.0,3593.01,,,,,,,,,,,
1911,133387,2022-04-04,68,4.8,515.0,41,68,50,PS-50-IB,0.2693592745938958,41,1,1 IG1,1.0,35,1.42,731.3,2022-03-17,2022-05-29,2022-05-29,310000,5085,1.85,7.0,18,2022-04-04,85.0,4.8,0.0,0.0,0.0,0.0,0.0,310000.0,263500.0,1265.0,1265.0,567.0,902.0,0.908,955.0,1.059,39.8,0.893,2022-03-21,1.3,1.75,2022-03-28,2.5,2.3,167568.0,>160k,684.0,BIOGEMAR,VLL,L,Laboratorio,BIOG,V,L,PUNK SP,0.0,1562.4,,,,,,,,,,,
1912,133389,2022-04-04,74,4.8,3625.0,41,74,56,PS-56-IB,0.2421164070291805,41,1,1 IG1,1.0,35,1.42,5147.5,2022-03-14,2022-06-10,2022-06-10,2140000,5078,11.0,7.0,21,2022-04-04,85.0,4.8,0.0,0.0,0.0,0.0,0.0,2140000.0,1819000.0,8731.0,8731.0,2760.0,5264.0,1.313,5925.0,1.126,47.1,0.868,2022-03-21,1.8,1.5,2022-03-28,3.1,1.7,194545.0,>160k,794.0,PROMARISCO,VLL,L,Laboratorio,PROM,V,L,SP,0.0,10765.3,,,,,,,,,,,
1913,120568,2021-05-03,45,4.8,1000.0,14,45,27,PS-27-IB,0.2866053467640562,14,1,T 1.2MM (IG 1),1.2,35,1.2804,1280.4,2021-04-14,2021-07-08,2021-07-08,415000,4781,3.5999999,7.0,19,2021-05-31,90.0,4.8,0.0,0.0,0.0,0.0,0.0,415000.0,373500.0,1793.0,1793.0,710.0,1270.0,1.408,1550.0,1.22,39.7,0.976,2021-04-19,1.4,1.7,2021-04-26,2.9,1.9,115278.0,<130K,498.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,MG,0.0,2224.62,,,,,,,,,,,
1914,134216,2022-05-02,20,4.8,1650.0,41,20,2,PS-2-IB,0.2572385778962592,41,1,1 IG1,1.0,35,1.42,2343.0,2022-04-13,2022-07-16,2022-07-16,936000,5102,5.9000001,7.0,19,2022-05-09,90.0,4.8,0.0,0.0,0.0,0.0,0.0,936000.0,842400.0,4044.0,4044.0,1685.0,2949.0,0.979,2975.0,1.009,40.0,0.909,2022-04-18,1.3,1.75,2022-04-25,2.8,2.0,158644.0,130-160k,685.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,5436.9,,,,,,,,,,,
1915,121086,2021-05-10,32,4.8,3550.0,14,32,14,PS-14-IB,0.2446941283223375,14,1,T 1.2MM (IG 1),1.2,35,1.2804,4545.42,2021-04-21,2021-07-23,2021-07-23,1963000,4796,17.0,7.0,19,2021-05-10,81.0,4.8,0.0,0.0,0.0,0.0,0.0,1963000.0,1590030.0,7632.0,7632.0,3180.0,4770.0,1.116,6200.0,1.3,29.8,0.97,2021-04-26,1.8,1.5,2021-05-03,2.8,2.0,115471.0,<130K,449.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,10016.880000000001,,,,,,,,,,,
1916,135229,2022-06-06,24,4.8,3725.0,44,24,6,PS-6-IB,0.2898837302452011,44,1,Mix Ig1-RL,1.8,35,1.1,4097.5,2022-05-19,2022-08-16,2022-08-16,2519000,5129,15.4,7.0,18,2022-06-06,85.0,4.8,0.0,0.0,0.0,0.0,0.0,2519000.0,2141150.0,10278.0,10278.0,3477.0,7104.0,1.071,6480.0,0.912,34.6,0.781,2022-05-23,1.4,1.7,2022-05-30,3.0,1.8,163571.0,>160k,667.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,10210.6,,,,,,,,,,,
1917,117530,2021-03-01,25,4.8,2600.0,34,25,7,PS-7-IB,,34,1,IEMix T1.2-35%,0.8,35,1.07,2782.0,2021-02-11,2021-05-08,2021-05-08,1289000,4748,12.0,7.0,18,2021-03-08,77.0,4.8,0.0,0.0,0.0,0.0,0.0,1289000.0,992530.0,4764.0,4764.0,1985.0,3511.0,1.31,4475.0,1.275,31.0,1.055,2021-02-15,1.2,1.8,2021-02-22,2.8,2.0,107417.0,<130K,397.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,ACUTEC,0.0,5624.6,,,,,,,,,,,
1918,125250,2021-09-06,36,4.8,1800.0,14,36,18,PS-18-IB,0.2550111658411647,14,1,T 1.2MM (IG 1),1.2,35,1.2804,2304.72,2021-08-18,2021-11-19,2021-11-19,1525000,4898,15.1,7.0,19,2021-09-06,85.0,4.8,0.0,0.0,0.0,0.0,0.0,1525000.0,1296250.0,6222.0,6222.0,1967.0,3759.0,0.915,3675.0,0.978,17.0,0.816,2021-08-23,1.7,1.55,2021-08-30,3.1,1.7,100993.0,<130K,412.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,6498.03,,,,,,,,,,,
1919,147807,2023-02-27,19,4.8,1350.0,41,19,1,PS-1-IB,0.2171423932402538,41,1,1 IG1,1.0,35,1.42,1917.0,2023-02-16,2023-04-28,2023-04-28,1027000,5302,6.5,7.0,11,2023-03-13,90.0,4.8,0.0,0.0,0.0,0.0,0.0,1027000.0,924300.0,4437.0,4437.0,2034.0,,0.664,2075.0,,29.7,0.468,,,,2023-02-20,2.6,2.2,158000.0,130-160k,683.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,2946.5,,,,,,,,,,,
1920,148429,2023-03-06,67,4.8,1100.0,5,67,49,PS-49-IB,0.2189080530133013,5,0,1/2 35%PRO2,0.5,35,1.732,1905.2,2023-02-14,2023-04-30,2023-04-30,840000,5296,6.0,7.0,20,2023-03-06,89.0,4.8,0.0,0.0,0.0,0.0,0.0,840000.0,747600.0,3588.0,3588.0,971.0,2497.0,1.133,1800.0,0.721,26.2,0.627,2023-02-20,1.46,1.67,2023-02-27,3.5,1.3,140000.0,130-160k,598.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,GAR,0.0,3538.2,,,,,,,,,,,
1921,128564,2021-12-06,75,4.8,2000.0,14,75,57,PS-57-IB,0.21917526630043482,14,1,T 1.2MM (IG 1),1.2,35,1.2804,2560.8,2021-11-18,2022-02-09,2022-02-09,1326000,4985,10.5,7.0,18,2021-12-06,95.0,4.8,0.0,0.0,0.0,0.0,0.0,1326000.0,1259700.0,6047.0,6047.0,2520.0,4283.0,0.794,3750.0,0.876,27.2,0.728,2021-11-22,1.4,1.7,2021-11-29,2.8,2.0,126286.0,<130K,576.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,5927.3,,,,,,,,,,,
1922,146923,2023-01-30,39,4.86,2050.0,41,39,21,PS-21-IB,0.1888599538390296,41,1,1 IG1,1.0,35,1.42,2911.0,2023-01-09,2023-04-10,2023-04-10,1884800,5270,12.7,7.0,21,2023-01-30,90.0,4.86,0.0,0.0,0.0,0.0,0.0,1884800.0,1696320.0,8244.0,8244.0,4247.0,8244.0,0.483,3975.0,0.482,23.1,0.631,2023-01-16,0.0,2.43,2023-01-23,2.28,2.58,148409.0,130-160k,649.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,7384.0,,,,,,,,,,,
1923,133372,2022-04-04,41,4.9,2250.0,41,41,23,PS-23-IB,0.2349877359185857,41,1,1 IG1,1.0,35,1.42,3195.0,2022-03-13,2022-05-30,2022-05-30,1954000,5077,11.4,7.0,22,2022-04-11,90.0,4.9,0.0,0.0,0.0,0.0,0.0,1954000.0,1758600.0,8617.0,8617.0,2814.0,5627.0,0.8,4725.0,0.84,28.2,0.746,2022-03-21,1.7,1.6,2022-03-28,3.3,1.6,171404.0,>160k,756.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,SP,0.0,9109.4,,,,,,,,,,,
1924,136327,2022-07-11,25,4.9,2250.0,41,25,7,PS-7-IB,0.2850202067462241,41,1,1 IG1,1.0,35,1.42,3195.0,2022-06-16,2022-09-28,2022-09-28,1682000,5154,12.0,7.0,25,2022-07-11,90.0,4.9,0.0,0.0,0.0,0.0,0.0,1682000.0,1513800.0,7418.0,7418.0,1817.0,3785.0,1.238,4100.0,1.083,26.8,0.88,2022-06-27,2.4,1.25,2022-07-04,3.7,1.2,140167.0,130-160k,618.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,9265.5,,,,,,,,,,,
1925,136354,2022-07-11,69,4.9,380.0,41,69,51,PS-51-IB,0.2797832932226599,41,1,1 IG1,1.0,35,1.42,539.6,2022-06-09,2022-09-29,2022-09-29,290000,5149,1.8,7.0,32,2022-07-11,80.0,4.9,0.0,0.0,0.0,0.0,0.0,290000.0,232000.0,1137.0,1137.0,186.0,464.0,2.043,585.0,1.261,30.2,1.046,2022-06-27,2.9,1.0,2022-07-04,4.1,0.8,161111.0,>160k,632.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,1669.6799999999998,,,,,,,,,,,
1926,136353,2022-07-11,68,4.9,600.0,41,68,50,PS-50-IB,0.2520112955507262,41,1,1 IG1,1.0,35,1.42,852.0,2022-06-09,2022-09-29,2022-09-29,335000,5148,1.85,7.0,32,2022-07-11,80.0,4.9,0.0,0.0,0.0,0.0,0.0,335000.0,268000.0,1313.0,1313.0,214.0,536.0,2.804,820.0,1.53,46.3,1.139,2022-06-27,2.9,1.0,2022-07-04,4.1,0.8,181081.0,>160k,710.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,2099.8,,,,,,,,,,,
1927,127060,2021-10-25,29,4.9,2550.0,14,29,11,PS-11-IB,0.2321135992287421,14,1,T 1.2MM (IG 1),1.2,35,1.2804,3265.02,2021-10-06,2022-01-06,2022-01-06,1566000,4942,9.3000002,7.0,19,2021-11-01,90.0,4.9,0.0,0.0,0.0,0.0,0.0,1566000.0,1409400.0,6906.0,6906.0,2592.0,4674.0,0.984,4525.0,0.968,39.2,0.818,2021-10-11,1.5,1.7,2021-10-18,2.9,2.0,168387.0,>160k,743.0,TEXCUMAR,VLL,L,Laboratorio,TX,V,L,PUNK SP,0.0,7583.52,,,,,,,,,,,
1928,150900,2023-04-03,27,4.9,1800.0,41,27,9,PS-9-IB,0.1751164315808836,41,1,1 IG1,1.0,35,1.42,2556.0,2023-03-20,2023-06-03,2023-06-03,1310000,5322,8.8000002,7.0,14,2023-04-24,90.0,4.9,0.0,0.0,0.0,0.0,0.0,1310000.0,1179000.0,5777.0,5777.0,2358.0,5777.0,0.763,3100.0,0.537,29.2,0.537,2023-03-20,0.0,2.45,2023-03-27,2.9,2.0,148864.0,130-160k,656.0,AQUATROPICAL,VLL,L,Laboratorio,AQ,V,L,GAR,0.0,4402.0,,,,,,,,,,,
